review,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,context1_keyword,context2_keyword,context3_keyword,sentiment1,sentiment2,sentiment3,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41
"เพิ่งสังเกตเห็นว่า toast box แอบมาเปิดร้านที่ central พระราม 2 ข้างๆ Bread Talk ตรงข้าม Pizza Hut ร้านสีขาวซ่อนตัวอยู่ในหลืบ กิ๊บเก๋ดูเป็นผู้ดีอังกฤษ แต่เสิร์ฟชากาแฟแบบจีนเจ๊ก ถือเป็นวัฒนธรรมร้านโกปี๊แบบอัพเกรด 

เมนูบนข้างฝา อั๊วอ่านไม่ค่อยรู้เรื่อง เลยถามพนักงานว่านอกจากเซ็ตเมนูแล้ว ของร่างที่คนชอบสั่งคืออะไร ก็เลยได้ ขนมปังปิ้งมาแผ่นนึงโรยหน้าสังขยาน้ำผึ้ง (Kaya) แผ่นละ 28 บาท เทียบกับเมนูของหวานประเภทเค้ก อันนี้นับว่าไม่แพง แต่ถ้าเทียบกับขนมปังแซนวิช กับขนมปังก้อนให้อาหารปลา ก็นับว่าแพงมาก ถือว่าเราไม่ได้จ่ายค่าขนมปัง แต่จ่ายให้ค่าแบรนด์ ค่าแอร์ โต๊ะเก้าอี้ และบรรยากาศเนาะ (บ่นทำไม จ่ายแพงกว่านี้ก็เจอมาแล้ว)

กวาดสายตาเล็งหาเครื่องดื่มไว้กลืนแก้ติดคอ ก็มั่วสั่งไปได้ ชาเย็นสูตรโบราณ เรียกเก๋ๆว่า Teh คนสั่งก็เต๊ะสมชื่อเหมือนกัน แก้วละ 45 บาท ก็นับว่าถูกกว่าสตาร์บัคส์งยู่หนึ่งเท่าตัว ใกล้เคียงกับชานมไข่มุก พอรับได้อยู่ แถมรสชาติดี ใม่หวานเลี่ยนเกิน

จริงๆที่ร้านมีเมนูข้าวประเภทข้าวหมูตุ๋น ข้าวแกงกะหรี่ด้วย วันนี้ยังไม่ได้สั่งทาน ใครเคยชิมแล้ว ช่วยคอมเมนต์กันหน่อย จะได้อิ่มอวบไปตามกัน ^ ^",ร,า,ค,า,",",,ช,า,",",,ข,น,ม,ป,ั,ง,,,,,,,"ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ","ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ","ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ",neutral,neutral,neutral,,,,,,,,,,,,,,,,,,,
"นัดกับรุ่นน้องไว้ว่าจะพาไปเลี้ยงและอยากทานกาแฟตบท้ายอร่อยๆ ก็เลยนึกถึงร้านนี้ได้ เป็นคาเฟ่แบบเก่าๆในย่านอนุสาวรีย์ ร้านนี้ตั้งอยู่ที่วังพญาไท หาไม่ยากครับ เข้ามาในเขตรั้วแล้วเหมือนกลับไปอยู่โลกสมัยเก่า ตัวอาคารสวยงามมาก ถึงมากที่สุด ให้บรรยากาศย้อนยุคดีมาก ร้านนี้มีบริการทั้งเครื่องดิ่ม ร้อน เย็น อาหาร ทานเล่น ครบกับที่ต้องการ แล้วราคาก็เร้าใจครับ วันนี้ลองสั่งมาสามอย่าง รสชาติไม่โดดเด่น กลางๆครับ ฝากท้องได้ ส่วนกาแฟก็โอเคครับ แต่ผิดที่อเมริกาโน่ดันใส่น้ำตาลมาให้ แอบเคืองนิดนึง จุดขายของร้านคงเป็นเรื่องบรรยากาศและความเป็นส่วนตัวของโต๊ะ ที่กว้างแต่โต๊ะไม่เยอะ มีโซฟาสวยมากวางอยู่ แชงเดอเรียให้ความหรูหรา ในราคามิตรภาพ 

ผ่านเบย เหมาะกับนั่งแช่ทำงานมากๆครับ",บ,ร,ร,ย,า,ก,า,ศ,",",,ร,า,ค,า,",",,ก,า,แ,ฟ,,,"ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ","ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce",ร้านวานิลลาคาเฟ่เป็นร้านที่พี่สาวโปรดปรานเอามากๆ เรียกได้ว่าแนะนำถึงขนาดว่า ต้องมาทานคาโบนาร่าของที่นี่ให้ได้เลยทีเดียวค่ะ,neutral,neutral,positive,,,,,,,,,,,,,,,,,,,
"เราชอบแวะไปซื้ออาหารแช่เเข็งที่ร้านCP แถวซอยหมู่บ้านกฤษณาค่ะ(พอดีมันใกล้บ้านที่สุดแล้ว) และเราก็ผ่านร้านกาแฟโชคดีคัพบ่อยมาก วันดีคืนดีเลยลองแวะเข้าร้านดูค่ะ

ร้านนี้เป็นร้านเล็กๆที่ตกแต่งร้านได้น่านั่งดีค่ะ มีต้นคริสมาสตั้งโชว์ด้วยอะ แอบถูกใจๆ 

เราสั่งคาปูชิโน่มาดื่มค่ารออยู่ครู่เดียวเท่านั้น ของที่สั่งก็มาถึง อันที่จริงอยากเพิ่มวิปครีมด้วย แต่พอดีวิปครีมที่ร้านหมดอะ เลยอดเลยยยย

กาแฟร้านนี้รสชาติดีใช้ได้ค่ะ ติดหวานนิดหน่อยแต่ก็กลมกล่อมดีนะ ค่อนข้างชอบค่ะ

นอกจากกาแฟแล้ว เขายังมีขายอาหารด้วยค่ะ เป็นอาหารจำพวกสเต็กน่ะค่ะ ยังไม่ได้ลองทานเหมือนกันเลยไม่สามารถบอกได้ว่าอร่อยมั๊ย เอาไว้ถ้าได้ไปลองทานมาแล้วจะเอามาแชร์ต่ออีกทีนะคะ ^^",ร,้,า,น,,C,P,",",,ค,า,ป,ู,ช,ิ,โ,น,่,",",,บ,ร,ร้านวานิลลาคาเฟ่เป็นร้านที่พี่สาวโปรดปรานเอามากๆ เรียกได้ว่าแนะนำถึงขนาดว่า ต้องมาทานคาโบนาร่าของที่นี่ให้ได้เลยทีเดียวค่ะ,คาเฟ่สไตล์ญี่ปุ่น-อิตาเลียน กลางซอยเอกมัย 12,"ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce",positive,neutral,neutral,ร,ย,า,ก,า,ศ,,,,,,,,,,,,,
ร้านนี้อยู่ตรงข้ามตลาดจักจั่น หรือซิคาด้าที่หัวหินนั่นเองค่ะ ร้านชื่อไทยมาก แต่ตกแต่งแบบบ้านฝรั่ง เหมือนในหนังเลย เป็นสีฟ้าพาสเทลทั้งหลังเลย สวยมากๆ น่าถ่ายรูปทุกมุมเลย ที่ร้านขายกาแฟ เบเกอรี่ ไวน์แล้วก็อาหารด้วย วันนี้เราสั่งเค้กส้ม เมนูแนะนำของที่ร้านมากินเค้าบอกว่าเค้กส้มที่นี่ไม่มีส่วนผสมของเนยเลย (หลอกตัวเองว่าอ้วนน้อยลงอีกนิด) เราว่าอร่อยดีนะหวานอมเปรี้ยวนิดๆ เค้กเนื้อนุ่มแน่ ไม่ร่วนๆ หอมกลิ่นส้ม สั่งมากินกับพีชโซดา จะบอกว่ามันไม่เข้ากันอ่ะ อาจจะเพราะพวกอิตาเลียนโซดามันควรจะเข้ากับผลไม้เปรี้ยวๆรึป่าวก็ไม่รู้ เราเลยรูสึกว่ามันซ่าๆหวานๆ รสมันโดดอ่ะ แต่กินกับเค้กส้มก็โอเคแหละ เพื่อนเราสั่งบานอฟฟี่ อันนี้ของโปรดเลย นี่ก็อร่อย ถ้าไม่กินกล้วยนะ คือกล้วยที่เค้าเอามาทำวันนั้นเหมือนมันยังไม่สุกดีอ่ะ มันเลยฝาดๆ เรากับเพื่อนเลยเอากล้วยออกแล้วค่อยกิน ส่วนเครื่องดื่มเพื่อนเราสั่งกีวี่โซดา อันนี้ก็ไม่บาลานซ์กัน มันเปรี้ยวไปหน่อย รวมๆเลยเค้กอร่อย แต่ว่าเครื่องดื่มไม่โอเคนะ บรรยากาศดี ราคามาตรฐานแหละ เหมาะกับการมานั่งชิวๆกับเพื่อน,บ,ร,ร,ย,า,ก,า,ศ,",",,เ,ค,้,ก,",",,ร,า,ค,า,,,ต้องมาทานคาโบนาร่าของที่นี่ให้ได้เลย,"ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ","ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ",positive,neutral,neutral,,,,,,,,,,,,,,,,,,,
คิดถึงร้านนี้มาก สมัยเรียนพิเศษที่ดาวองก์เยาวราช มากินแทบทุกวันเลย พอกัดอยู่ตรงสามแยกหมอมี ตรงข้ามธนาคารยูโอบีเลย ร้านเป็นตึกแถวสองคูหา ร้านอาจจะดูเก่าๆ โทรมๆหน่อย แต่ก็ตามกาลเวลานั่นแหละ ถึงจะเก่าแต่คนที่เยอะเต็มร้านเกือบจะตลอดเวลา ก็เป็นเครื่องการันตีได้ว่าร้านนี้เด็ดจริง นอกจากลอดช่องแล้วเค้าก็มีก๋วยเตี๋ยวขายด้วยแหละ สมัยเด็กๆเคยมากินจำได้ว่าอร่อยนะ ไม่ต้องปรุงเลย อีกอย่างที่จำได้เลยก็คือ ให้ลูกชิ้นเยอะมากกกก เอาล่ะ มาพูดถึงเรื่องลอดช่องบ้าง ลอดช่องที่นี่ถือว่าเป็นลอดช่องแบบต้นตำรับเลยก็ว่าได้ ใส่มาในแก้วใสๆเหมือนแก้วที่เค้าเอาไว้ชงกาแฟโบราณอ่ะ เนื้อลอดช่องเหนียวหนึบๆ เคี้ยวอร่อย มีขนุนด้วย เพิ่มรสหวานๆหอมๆ น้ำกะทิข้นแต่ไม่หวานมากจนแสบคอ กินกับน้ำแข็งป่น หวานมันกำลังดี กินแล้วชื่นใจ จะดูดกินเพลินๆหรือยกซดเลยก็ได้ สะใจดี,ล,อ,ด,ช,่,อ,ง,",",,ก,๋,ว,ย,เ,ต,ี,๋,ย,ว,",",,ข,"ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce",ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ,"ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ",neutral,neutral,neutral,น,ุ,น,,,,,,,,,,,,,,,,
"เช้านี้เกิดอยากทานข้าวแกงใต้ เหมือนทุกอย่างจะเป็นใจ เจอโดยบังเอิญซะงั้น ร้านพี่นันสังเกตุง่ายๆ อยู่ติดกับร้านต้นไม้ มีที่จอดรถกว้างขวาง ใครผ่านมาปากเกร็ดก่อนจะถึงตลาดปากเกร็ด หรือใครมาเที่ยวเกาะเกร็ดก็มาเติมพลังกันก่อน

ข้าวแกงที่นี้มีให้เลือกมากมาย รสชาติเผ็ดจัดจ้าน ที่สำคัญยังคงมีผักสดและน้ำพริกกะปิให้ตักทานให้หน่ำใจ เอาเป็นว่าไม่ผิดหวังจริงๆ อิ่มของคาวก็ทานวุ้นกะทิล้างปาก หรือจะเดินมาด้านนอกก็มีร้านกาแฟน่ารักๆ รายรอบด้วยไม้ดอกไม้ประดับก็แสนจะมีความสุข",ข,้,า,ว,แ,ก,ง,ใ,ต,้,",",,ร,ส,ช,า,ต,ิ,เ,ผ,็,ด,"ร้านวานิลลาคาเฟ่ เป็นหนึ่งในร้านของวานิลาการ์เด้นค่ะ โดยในสวนกลางซอยเอกมัย 12 นี้จะมีร้านย่อยๆ อีก 3 ร้านด้วยกันค่ะ Vanilla Cafe’, Royal Vanilla และ Sauce  Vanilla Cafe’ (ร้านหนังสือ) ซึ่งครั้งนี้ออฟ ไผ่ จิโรจและมิวหลังจากที่ไปเที่ยวตลาดคลองสวนกันมาแล้ว ไปเที่ยวตลาด 100 ปีบ้านใหม่มาแล้ว ไปดู I am number four มากันแล้ว ก็มาปิดท้ายการทานอาหารเย็นร่วมกันที่ร้านวานิลลาค่ะ",จังหวัดพนะนครศรีอยุธยา,เค้กที่นี่อร่อยมาก ทั้งเค้กนมสดและชีสเค้ก,neutral,neutral,positive,จ,ั,ด,จ,้,า,น,",",,ท,ี,่,จ,อ,ด,ร,ถ,,
"  วิสต้าคาเฟ่ อยู่ติดกับร้านวีราสุ ที่เน้นขายเครื่องใช้ไฟฟ้า ร้านนี้มองภายนอกดูราคาแพงมว๊าก ก่อนเข้าคิดว่าต้องมีหลักร้อยแน่ๆ 
   ที่นั่งแบ่งเป็นโต๊ะใหญ่ โต๊ะบลว์และโซนหน้าร้าน มีที่เสียบปลั๊กด้วย เผื่อนั่งทำงาน ร้านอยู่ติดตึกแกรมมี่เลยค่ะ วันซ้อมหนีไฟก็มานั่งกันเยอะมาก
    ราคายั้นผิดไปจากที่คาดไว้มากค่ะ คาดไว้ว่ามีร้อยกว่าแน่ ปรากฏว่า 60 -90 เท่านั้นค่ะ กาแฟก๊รสชาติใช้ได้เลย ไม่ได้เข้มหนัก แต่ก็ไม่จืดใสจนน่าเกลียด 
     เค้กราคาเกือบร้อยและร้อยกว่าบาทค่ะ 
      ร้านบรรยาดาศดีและเปิดแต่เช้าค่ะ พนักงานก็พูดจาดีด้วยนะคะ โดยรวมแล้วร้านนี้ผ่านค่ะ องค์ประกอบดีราคาไม่แพงค่ะ",ก,า,แ,ฟ,",",,บ,ร,ร,ย,า,ก,า,ศ,",",,ร,า,ค,า,,,ร้านกาแฟแอนด์เบเกอรี่,ร้าน 1-cake มีบริการกาแฟสด สมูตตี้ต่างๆและขนมอบประเภทขนมเค้ก,ทำขนมเค้กได้อร่อยมากค่ะทั้งงเค้กนมสดและชีสเค้ก,neutral,positive,positive,,,,,,,,,,,,,,,,,,,
"Art of Coffee Kasetsart เป็นร้านกาแฟรสชาติเยี่ยม ราคาไม่แพง บรรยากาศนั่งสบาย 

พนักงานที่ร้านน่ารักมาก อัธยาศัยดี พูดจากับลูกค้าเพราะมาก ทำให้อยากไปอุดหนุนบ่อยๆ ^^

เมนูที่ต้องสั่ง 

-เอ๊กซ์เพรสโซ่,ไอซ์ ลาเต้,ไอซ คาราเมล มัคคิอาโต้

-ชาอัสสัม,ชาซีลอน

-อิตาเลียนโซดา",ก,า,แ,ฟ,",",,บ,ร,ร,ย,า,ก,า,ศ,",",,พ,น,ั,ก,ง,า,ทำขนมเค้กได้อร่อยมากค่ะทั้งงเค้กนมสดและชีสเค้ก,เค้กของร้านนุ่ม แน่น หอมเนย,ร้าน 1-cake มีบริการกาแฟสด สมูตตี้ต่างๆและขนมอบประเภทขนมเค้ก ภายในร้านตกแต่งน่ารักตามสไตย์ของพี่หนึ่งเจ้าของร้านใจดี คุยเก่งที่สำคัญทำขนมเค้กได้อร่อยมากค่ะ,positive,positive,positive,น,,,,,,,,,,,,,,,,,,
"ร้านกาแฟนรสิงห์ ณ วังพญาไท

ได้ยินชื่อร้านกาแฟนี้มานานแล้ว อยากลองไปทานมาก ผ่านมาผ่านไปก็หลายรอบ วันนี้โชคดีมากที่ได้มาลองทาน เพราะวันนี้แหม่มและกุ้งมาตรวจวัดสายตาที่โรงพยาบาลพระมงกุฏฯ ค่ะ ช่วงพักเที่ยงทานข้าวเสร็จก็ไม่รู้จะไปไหนค่ะ นึกได้ว่ามีร้านกาแฟนรสิงห์ ณ วังพญาไท ชื่อก็ดูมีมนต์ขลังดีนะคะ กาแฟร้านนี้อยากทานมานานแล้วอยู่ในพระราชวังพญาไทบริเวณเดียวกัน ก็เดินไปเลยค่ะ และก็ไม่ผิดหวังได้ลองทานสมใจค่ะ วันนี้ทานไม่เยอะเพราะได้ทานข้าวมาแล้ว เลยสั่งแค่กาแฟและขนมนิดหน่อยแบ่งทานกับกุ้ง

แหม่มสั่งกาแฟ คาปูชิโน่เย็น (ราคา 40 บาท) ซึ่งเป็นกาแฟลาเต้ที่ใส่นมสด กาแฟ และโฟมนมเนียนๆ รสชาติของกาแฟหอมนุ่ม กลมกล่อมดีค่ะ และ อีกอย่างที่สั่งมาคือวาฟเฟิลราดน้ำผึ้ง ขอบอกว่าอร่อยเลยค่ะ ขนาดทานข้าวมาแล้วก็อยากทานอีก อิอิ 
     
“กาแฟนรสิงห์” จะเป็นกาแฟอาราบิก้า ซึ่งเป็นกาแฟสดจากไร่ของทางร้านเอง มีเค้กโฮมเมดกว่า 10 ชนิด ซึ่งจะผลัดเปลี่ยนหมุนเวียนกันออกมาในแต่ละวัน นอกจากนี้ก็ยังมีอาหารจานเดียวที่จะหมุนเวียนเมนูกันไป โดยมีจำพวกสลัดเป็นยืนพื้น มีเวลาก็อยากไปลองทานเมนูอื่นอีกค่ะ ที่เล็งๆ ไว้จะเป็น เครปเค้กชาไทย (110 บาท) และ ช็อคโกแลตมูสกาโต (110 บาท) และที่นี่จะมีเมนูจานด่วนน่าทานเช่นกันค่ะ
ร้าน “กาแฟนรสิงห์” ตั้งอยู่ที่ 315 อาคารเทียบรถพระที่นั่ง พระราชวังพญาไท ถนนราชวิถี แขวงทุ่งพญาไท เขตราชเทวี กทม. การเดินทางจาก ถนนราชวิถี ให้มุ่งหน้ามายังพระราชวังพญาไท (ติดกับโรงพยาบาลพระมงกุฎเกล้า) เลี้ยวเข้าพระราชวังพญาไท ร้านจะอยู่บริเวณอาคารเทียบรถพระที่นั่ง สามารถจอดรถได้บริเวณที่จอดรถของพระราชวังพญาไท ร้านเปิดทุกวัน จันทร์-ศุกร์ เปิดเวลา 08.30-19.00 น. เสาร์-อาทิตย์ เปิดเวลา 10.30-19.00 น. โทร. 0-2354-8376",ก,า,แ,ฟ,",",,อ,า,ร,า,บ,ิ,ก,้,า,",",,บ,ร,ร,ย,า,ร้าน 1-cake เป็นร้านกาแฟแอนด์เบเกอรี่ที่น่ารัก ตั้งอยู่ตรงข้ามพานิชใน จังหวัดพระนครศรีอยุธยา,จังหวัดพนะนครศรีอยุธยา,ทำขนมเค้กได้อร่อยมากค่ะทั้งงเค้กนมสดและชีสเค้ก,positive,neutral,positive,ก,า,ศ,,,,,,,,,,,,,,,,
"ร้านนี้น่าจะเป็น Cat Cafe ร้านแรกของประเทศไทย เจ้าของร้านคือคุณเพชร (ฝาแฝดเพชร-พลอย) ร้านแต่งได้น่ารักมาก และแมวในร้านก็น่ารักมากๆด้วย ก่อนเข้าร้านทางร้านจะให้ล้างมือ และถอดรองเท้าก่อน ถึงจะเข้าไปข้างในห้องที่มีแมวมากมาย 
ทางร้านมีชากาแฟ และเบเกอรี่ ซึ่งน่ารักมากเช่นกัน รสชาติโอเคไม่ถึงกับอร่อย แต่ก็ถือว่าไปเอาบรรยากาศเนอะ 
คนรักแมวไปถ่ายรูปแมวก็สนุกแล้วค่ะ :3 ",แ,ม,ว,",",,บ,ร,ร,ย,า,ก,า,ศ,",",,ช,า,,ก,า,แ,ฟ,ทำขนมเค้กได้อร่อยมากค่ะทั้งงเค้กนมสดและชีสเค้ก,ภายในร้านตกแต่งน่ารักตามสไตย์ของพี่หนึ่งเจ้าของร้านใจดี,ไม่ระบุ,positive,positive,neutral,,,,,,,,,,,,,,,,,,,
"ครัวจันผา เขาใหญ่
สวัสดีค่ะ วันนี้พวกเรากว่า 20 ชีวิต เดินทางมาหาอากาศหนาวๆ ที่เขาใหญ่กันค่ะ แต่ผิดหวังไม่หนาวเอาซะเลยแถมร้อนอีกต่างหาก >_< พอถ่ายรูปที่บ้านรมควัน smoke house เสร็จก็กะหาร้่านกาแฟหรือร้านอาหารทานกัน แฮ่ะๆ ในแกงค์ไม่มีใครหาข้อมูลร้านอาหารมาเลยค่ะ หาแต่ที่เที่ยว ขับรถไปเรืี่อยๆ โชคดีเจอร้านจันผาค่ะ อยู่ริมถนนธนะรัชต์ ประมาณกม.ที่ 18 ใกล้ๆ กับโรงแรมกรีนเนอร์รี่เลยค่ะ

เค้าบอกว่าร้านอาหารนี้เพิ่งเปิดใหม่ได้ไม่นานค่ะ แต่กินขาดด้วยรสชาติอาหารไทยต้นตำรับแท้ๆ ทั้งปลาช่อนเผาแม่ลา เสิร์ฟพร้อมน้ำจิ้มสามอย่าง ทั้งน้ำจิ้มแจ่ว, ซีฟู้ด, และสะเดาน้ำปลาหวาน ที่กล่าวมาน้องๆ สั่งปลาช่อนเผาแม่ลามาอย่างเดียวเองค่ะ ส่วนเมนูอื่นที่สั่งมาก็อร่อยค่ะ

แถมด้านหลังร้านเค้าก็จะมีที่พักอย่างโรแมนติกรีสอร์ทให้บริการ อิ่มแล้วเช็คอินไปนอนฝันหวานกันได้เลย แต่พวกเราจองที่พักไว้แล้ว อิอิ อด ไว้รอบหน้าล่ะกันค่ะ วันนี้ลองทานอาหารก่อน

อาหารแนะนำ : ปลาช่อนเผาแม่ลา
เวลาเปิด : เปิดทุกวัน 11.00-22.00 น.
ที่อยู่ : ร้านอยู่ติดริมถนนธนะรัชต์ 
เบอร์โทรศัพท์ : 044-297-490-1",ป,ล,า,ช,่,อ,น,เ,ผ,า,",",,อ,า,ห,า,ร,ไ,ท,ย,",",,ร้าน 1-cake เป็นร้านกาแฟแอนด์เบเกอรี่ที่น่ารัก ตั้งอยู่ตรงข้ามพานิชใน จังหวัดพระนครศรีอยุธยา,ร้าน 1-cake มีบริการกาแฟสด สมูตตี้ต่างๆและขนมอบประเภทขนมเค้ก ภายในร้านตกแต่งน่ารักตามสไตย์ของพี่หนึ่งเจ้าของร้านใจดี คุยเก่งที่สำคัญทำขนมเค้กได้อร่อยมากค่ะทั้งงเค้กนมสดและชีสเค้ก,ร้าน 1-cake มีบริการกาแฟสด สมูตตี้ต่างๆและขนมอบประเภทขนมเค้ก ภายในร้านตกแต่งน่ารักตามสไตย์ของพี่หนึ่งเจ้าของร้านใจดี คุยเก่งที่สำคัญทำขนมเค้กได้อร่อยมากค่ะทั้งงเค้กนมสดและชีสเค้ก,positive,positive,positive,เ,ข,า,ใ,ห,ญ,่,,,,,,,,,,,,
